date,artist,songs,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1970,Mungo Jerry,"""In the Summertime""",3RNyGLgSvmVRZ7xKUp8Wgd,0.754,0.449,4.0,-14.013,1.0,0.0615,0.724,0.0,0.162,0.973,82.751,audio_features,3RNyGLgSvmVRZ7xKUp8Wgd,spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,https://api.spotify.com/v1/tracks/3RNyGLgSvmVRZ7xKUp8Wgd,https://api.spotify.com/v1/audio-analysis/3RNyGLgSvmVRZ7xKUp8Wgd,211880.0,4.0
1970,R. Dean Taylor,"""Indiana Wants Me""",1zgV5ZYh7uYJXbK7yjuyj8,0.532,0.834,8.0,-3.87,1.0,0.0404,0.0614,0.00192,0.314,0.706,88.69,audio_features,1zgV5ZYh7uYJXbK7yjuyj8,spotify:track:1zgV5ZYh7uYJXbK7yjuyj8,https://api.spotify.com/v1/tracks/1zgV5ZYh7uYJXbK7yjuyj8,https://api.spotify.com/v1/audio-analysis/1zgV5ZYh7uYJXbK7yjuyj8,215147.0,4.0
1970,Bobby Sherman,"""Easy Come, Easy Go""",4Ht8wlFBxdNiQQSdWTBOik,0.539,0.386,4.0,-11.197,1.0,0.0338,0.853,0.000522,0.708,0.755,142.823,audio_features,4Ht8wlFBxdNiQQSdWTBOik,spotify:track:4Ht8wlFBxdNiQQSdWTBOik,https://api.spotify.com/v1/tracks/4Ht8wlFBxdNiQQSdWTBOik,https://api.spotify.com/v1/audio-analysis/4Ht8wlFBxdNiQQSdWTBOik,160000.0,4.0
1970,Charles Wright & the Watts 103rd Street Rhythm Band,"""Express Yourself""",4pW3aTX3kAmOaPJfc9UM12,0.789,0.683,8.0,-8.835,1.0,0.086,0.48,0.0,0.35,0.882,92.311,audio_features,4pW3aTX3kAmOaPJfc9UM12,spotify:track:4pW3aTX3kAmOaPJfc9UM12,https://api.spotify.com/v1/tracks/4pW3aTX3kAmOaPJfc9UM12,https://api.spotify.com/v1/audio-analysis/4pW3aTX3kAmOaPJfc9UM12,233613.0,4.0
1970,Chicago,"""Make Me Smile""",14vDlv40PzpXKBo6qmht6M,0.619,0.773,8.0,-7.345,1.0,0.063,0.129,0.0487,0.519,0.722,124.78,audio_features,14vDlv40PzpXKBo6qmht6M,spotify:track:14vDlv40PzpXKBo6qmht6M,https://api.spotify.com/v1/tracks/14vDlv40PzpXKBo6qmht6M,https://api.spotify.com/v1/audio-analysis/14vDlv40PzpXKBo6qmht6M,178933.0,4.0
1970,Chicago,"""25 or 6 to 4""",7GqIDx2QVGOpd4r1fZaUUW,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.448,audio_features,7GqIDx2QVGOpd4r1fZaUUW,spotify:track:7GqIDx2QVGOpd4r1fZaUUW,https://api.spotify.com/v1/tracks/7GqIDx2QVGOpd4r1fZaUUW,https://api.spotify.com/v1/audio-analysis/7GqIDx2QVGOpd4r1fZaUUW,289800.0,4.0
1970,The Spinners,"""It's a Shame""",1l1YTy9nJ0trwhsCGcimly,0.372,0.642,11.0,-11.955,1.0,0.0594,0.0947,0.0,0.117,0.705,198.731,audio_features,1l1YTy9nJ0trwhsCGcimly,spotify:track:1l1YTy9nJ0trwhsCGcimly,https://api.spotify.com/v1/tracks/1l1YTy9nJ0trwhsCGcimly,https://api.spotify.com/v1/audio-analysis/1l1YTy9nJ0trwhsCGcimly,190058.0,4.0
1970,White Plains,"""My Baby Loves Lovin'""",58uiNKZ1w4B89gHRfRLeJJ,0.685,0.743,10.0,-12.346,1.0,0.0546,0.614,0.0,0.0815,0.714,132.083,audio_features,58uiNKZ1w4B89gHRfRLeJJ,spotify:track:58uiNKZ1w4B89gHRfRLeJJ,https://api.spotify.com/v1/tracks/58uiNKZ1w4B89gHRfRLeJJ,https://api.spotify.com/v1/audio-analysis/58uiNKZ1w4B89gHRfRLeJJ,157493.0,4.0
1970,Mark Lindsay,"""Arizona""",2RtmMC4btQbvQ9w5KxPZpy,0.479,0.453,3.0,-12.806,1.0,0.0472,0.225,0.00038,0.143,0.756,81.18,audio_features,2RtmMC4btQbvQ9w5KxPZpy,spotify:track:2RtmMC4btQbvQ9w5KxPZpy,https://api.spotify.com/v1/tracks/2RtmMC4btQbvQ9w5KxPZpy,https://api.spotify.com/v1/audio-analysis/2RtmMC4btQbvQ9w5KxPZpy,188133.0,4.0
1970,James Taylor,"""Fire and Rain""",1oht5GevPN9t1T3kG1m1GO,0.597,0.271,5.0,-17.293,1.0,0.0394,0.766,0.0119,0.0933,0.338,76.271,audio_features,1oht5GevPN9t1T3kG1m1GO,spotify:track:1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/tracks/1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/audio-analysis/1oht5GevPN9t1T3kG1m1GO,203613.0,4.0
